Name,Coef.,Std. Error,t,Pr(>|t|),Lower 95%,Upper 95%
(Intercept),-0.525358773877481,0.06316614089962085,-8.317094671215452,2.9315794696317235e-16,-0.6493124617610865,-0.4014050859938755
D,2.0697659814852005,0.08897522122682588,23.262274068515264,5.542942790658999e-96,1.8951660036450009,2.2443659593254
