"Variable","Media_Control","Media_Tratamiento","Diferencia","Valor_P","Balanceado"
"X1",-0.0135088701759185,0.0230327667905788,0.0365416369664974,0.556617480687073,"Sí"
"X2",2.06845273929624,2.00799943042947,-0.0604533088667618,0.512571589682939,"Sí"
"X3",0.397233201581028,0.378542510121458,-0.0186906914595701,0.544660943190058,"Sí"
"X4",0.300395256916996,0.307692307692308,0.00729705077531168,0.802216412012786,"Sí"
